Gene_symbol,Allele_symbol,Reference,PMID
Eif4e3,Eif4e3<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ehbp1l1,Ehbp1l1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Elac2,Elac2<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Elk4,Elk4<tm1a(EUCOMM)Wtsi/H>,Ingham et al. 2019,PMID: 30973865
Ell2,Ell2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ell2,Ell2<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Elmo1,Elmo1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Enc1,Enc1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Endou,Endou<tm1>,Ingham et al. 2019,PMID: 30973865
Entpd1,Entpd1<tm1a(EUCOMM)Wtsi/Hmgu>,Ingham et al. 2019,PMID: 30973865
Enthd2,Enthd2<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Entpd6,Entpd6<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Epc1 ,Epc1<tm1aWtsi>,Ingham et al. 2019,PMID: 30973865
Epc2 ,Epc2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Eps15,Eps15<tm1aWtsi>,Ingham et al. 2019,PMID: 30973865
Erlin2,Erlin2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Erp44,Erp44<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Esco1,Esco1<tm1(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Esco2,Esco2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Espn,Espn<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Evi5,Evi5<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Exoc3l2,Exoc3l2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Exoc3l2,Exoc3l2<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Exosc9,Exosc9<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Expi,Expi<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ezh2,Ezh2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ezr,Ezr<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fads3,Fads3<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fahd2a,Fahd2a<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam21,Fam21<tm2b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam46c,Fam46c<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam47e,Fam47e<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam63a,Fam63a<tm1a(EUCOMM)Wtsi/lcs>,Ingham et al. 2019,PMID: 30973865
Fam69a,Fam69a<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam71b,Fam71b<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam73b,Fam73b<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam92a,Fam92a<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam96a,Fam96a<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam107b,Fam107b<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam122c,Fam122c<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam134c,Fam134c<tm3a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam160a1,Fam160a1<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam163a,Fam163a<tm2b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam175b,Fam175b<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fam212b,Fam212b<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fanci,Fanci<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Farp2,Farp2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Farsa,Farsa<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fbf1,Fbf1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fbxl7,Fbxl7<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fbxo7,Fbxo7<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fbxo47,Fbxo47<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fbxo33,Fbxo33<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fbxw26,Fbxw26<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fdft1,Fdft1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fggy,Fggy<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fnip2,Fnip2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fkbp3,Fkbp3<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fkbp7,Fkbp7<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Frmd7,Frmd7<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Frrs1,Frrs1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fryl,Fryl<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fryl,Fryl<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fto,Fto<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fundc1,Fundc1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fundc1,Fundc1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fundc1,Fundc1<tm1c(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fundc1,Fundc1<tm1c(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fxyd3,Fxyd3<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fyn,Fyn<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Fzd6,Fzd6<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
G3bp2,G3bp2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Galnt15,Galntl5<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Galnt18,Galnt18<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gap43,Gap43<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gas2l2,Gas2l2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gatc,Gatc<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gba2,Gba2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gbe1,Gbe1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gbp5,Gbp5<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Gbf1,Gbf1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gclc,Gclc<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gda,Gda<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gfm1,Gfm1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gif,Gif<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gimap6,Gimap6<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Git2,Git2<Gt(XG510)Byg>,Ingham et al. 2019,PMID: 30973865
Gldc,Gldc<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gle1,Gle1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Glg1,Glg1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Glo1,Glo1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Glt8d2,Glt8d2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm648,Gm648<tm1e(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm5544,Gm5544<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm6578,Gm6578<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm12253,Gm12253<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm13119,Gm13119<tm2b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm13125,Gm13125<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm13547,Gm13547<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm16432,Gm16432<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gm16515,Gm16515<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gmds,Gmds<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gmnc,Gmnc<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gmnn,Gmnn<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpr133,Gpr133<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gnb3,Gnb3<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpbp1l1,Gpbp1l1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpc5,Gpc5<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpc6,Gpc6<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpr107,Gpr107<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpr152,Gpr152<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gpr35,Gpr35<tm1b(EUCOMM)Hmgu>,Ingham et al. 2019,PMID: 30973865
Gprc5b,Gprc5b<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Grb2,Grb2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Grb7,Grb7<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Grin1,Grin1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Grin2a,Grin2a<tm1Rsp>,Ingham et al. 2019,PMID: 30973865
Grm8,Grm8<tm2a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Grsf1,Grsf1<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Grxcr1,Grxcr1<tde>,Ingham et al. 2019,PMID: 30973865
Gsk3a,Gsk3a<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gsto2,Gsto2<tm2a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gtf2a1,Gtf2a1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gtf2h2,Gtf2h2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gtf3c5,Gtf3c5<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Gys2,Gys2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
H2-Eb1,H2-Eb1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
H2-M5,H2-M5<tm1(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
H13,H13<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hacl1,Hacl1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hao2,Hao2<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Hbs1l,Hbs1l<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hdac1,Hdac1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hdac3,Hdac3<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hdac8,Hdac8<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hdac8,Hdac8<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hecw2,Hecw2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Herc1,Herc1<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Hibadh,Hibadh<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hira,Hira<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hmgxb3,Hmgxb3<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hmx3 ,Hmx3<hx>,Ingham et al. 2019,PMID: 30973865
Homez,Homez<tm1e(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hp1bp3,Hp1bp3<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hp1bp3,Hp1bp3<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hprt1,Hprt1<Tg(CMV-Cre)Brd>,Ingham et al. 2019,PMID: 30973865
Hprt1,Hprt1<Tg(CMV-Cre)Brd>,Ingham et al. 2019,PMID: 30973865
Hrnr,Hrnr<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Hrsp12,Hrsp12<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hsp90aa1,Hsp90aa1<tm1(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Hspb11,Hspb11<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ide,Ide<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ido1,Ido1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ido2,Ido2<tm3a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ifi27,Ifi27<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ifitm3,Ifitm3<tm1Masu>,Ingham et al. 2019,PMID: 30973865
Ifnar1,Ifnar1<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ifnlr1,Ifnlr1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ift80,Ift80<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ift80,Ift80<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ift140,Ift140<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ikbkap,Ikbkap<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ikbkb,Ikbkb<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Il10rb,Il10rb<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Il1r2,Il1r2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Il22ra1,Il22ra1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Il23r,Il23r<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ildr1,Ildr1<tm1(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Impad1 ,Impad1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Inpp1,Inpp1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Inpp1,Inpp1<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ints2,Ints2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ints12,Ints12<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Irak1,Irak1<tm1b(EUCOMM)Hmgu>,Ingham et al. 2019,PMID: 30973865
Irf1,Irf1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Irf5,Irf5<tm1e(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Irf7,Irf7<tm1(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Isg20,Isg20<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Izumo1r,Izumo1r<tm2a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Jarid2,Jarid2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Jmjd1c,Jmjd1c<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kat2b,Kat2b<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Kazn,Kazn<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kcne2,Kcne2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kcnip4,Kcnip4<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kcnh4,Kcnh4<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kcnv2,Kcnv2<tm1Wtsi>,Ingham et al. 2019,PMID: 30973865
Kctd10 ,Kctd10<Gt(RRG305)Byg>,Ingham et al. 2019,PMID: 30973865
Kdm4b,Kdm4b<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kdm4c,Kdm4c<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kdm4d,Kdm4d<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kdm7a,Kdm7a<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kdm8,Kdm8<tm1a(EUCOMM)Wtsi/Ics>,Ingham et al. 2019,PMID: 30973865
Kif3b,Kif3b<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kif13b,Kif13b<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kif18b,Kif18b<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kif21b,Kif21b<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kif24,Kif24<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kifap3,Kifap3<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kng2,Kng2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klc2,Klc2<tm1e(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klf17,Klf17<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klhl18,Klhl18<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klhl21,Klhl21<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klhl30,Klhl30<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klk5,Klk5<tm2a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klk6,Klk6<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Klk9,Klk9<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Klrb1a,Klrb1a<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Kptn,Kptn<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Krt7,Krt7<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Krt31,Krt31<tm1e(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Krt76,Krt76<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
L3mbtl2,L3mbtl2<tm1e(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lacc1,Lacc1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lamc3,Lamc3<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Laptm5,Laptm5<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lars,Lars<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lce3c,Lce3c<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lce1m,Lce1m<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ldha,Ldha<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ldhb,Ldhb<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ldlrad4,Ldlrad4<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Leo1,Leo1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Leprot,Leprot<tm2a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Leprot,Leprot<tm2b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lix1l,Lix1l<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lgals7,Lgals7<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lgals7,Lgals7<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lmnb1,Lmnb1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lmnb2,Lmnb2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lnx2,Lnx2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lonrf3,Lonrf3<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lonrf3,Lonrf3<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lpar5,Lpar5<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lpxn,Lpxn<tm1b(EUCOMM)Hmgu>,Ingham et al. 2019,PMID: 30973865
Lrig1,Lrig1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrmp,Lrmp<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrpprc,Lrpprc<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrrc16a,Lrrc16a<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrrc23,Lrrc23<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrrc67,Lrrc67<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrrc71,Lrrc71<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lrrc8d,Lrrc8d<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lsm10,Lsm10<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lsm11,Lsm11<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Ltbp1,Ltbp1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lyplal1,Lyplal1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Lyrm9,Lyrm9<tm1a(KOMP)Mbp>,Ingham et al. 2019,PMID: 30973865
Lztr1,Lztr1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Macrod1,Macrod1<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Mad2l2,Mad2l2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Magi2 ,Magi2<tm1Grnt>,Ingham et al. 2019,PMID: 30973865
Mamstr,Mamstr<tm1b(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Man2b2,Man2b2<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Maneal,Maneal<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Map2k2,Map2k2<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Map2k7,Map2k7<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Map3k1,Map3k1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mapk1,Mapk1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mapk10,Mapk10<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mar-05,March5<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mast2,Mast2<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Matn1 ,Matn1<tm1Goe>,Ingham et al. 2019,PMID: 30973865
Matn3 ,Matn3<tm1brd>,Ingham et al. 2019,PMID: 30973865
Mau2,Mau2<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mbd1,Mbd1<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Mbl2,Mbl2<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Mbtd1,Mbtd1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mcf2l,Mcf2l<tm1a(EUCOMM)Hmgu>,Ingham et al. 2019,PMID: 30973865
Mcph1,Mcph1<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mdn1,Mdn1<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mecr,Mecr<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Med22,Med22<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Med23,Med23<em1Wtsi>,Ingham et al. 2019,PMID: 30973865
Medag,Medag<tm2b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Melk,Melk<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Metrnl,Metrnl<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mettl24,Mettl24<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mfrp,Mfrp<tm2a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mfsd2b,Mfsd2b<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mgat4c,Mgat4c<tm1a(EUCOMM)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mgst3,Mgst3<tm1a(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
Mgst3,Mgst3<tm1b(KOMP)Wtsi>,Ingham et al. 2019,PMID: 30973865
